,user_id,follow_user_id,strength,Unnamed: 0_actual,id_actual,name_actual,screen_name_actual,statuses_count_actual,followers_count_actual,friends_count_actual,favourites_count_actual,Account Type_actual,Group Type_actual,Unnamed: 0_follows,id_follows,name_follows,screen_name_follows,statuses_count_follows,followers_count_follows,friends_count_follows,favourites_count_follows,Account Type_follows,Group Type_follows
83133,183511605.0,183511605.0,13,1295.0,183511605.0,OZ,OmarSaeedZaki,19586.0,468.0,155.0,1070.0,real,genuine,1295.0,183511605.0,OZ,OmarSaeedZaki,19586.0,468.0,155.0,1070.0,real,genuine
83249,2150667102.0,2150667102.0,43,1294.0,2150667102.0,Sayaha_MissLeggings,SayahaCFSfight,4877.0,392.0,283.0,1963.0,real,genuine,1294.0,2150667102.0,Sayaha_MissLeggings,SayahaCFSfight,4877.0,392.0,283.0,1963.0,real,genuine
83452,17507350.0,17507350.0,35,3158.0,17507350.0,Shrinivas S G,shrinivassg,40639.0,1154.0,664.0,2069.0,real,genuine,3158.0,17507350.0,Shrinivas S G,shrinivassg,40639.0,1154.0,664.0,2069.0,real,genuine
83667,17507350.0,208664282.0,31,3158.0,17507350.0,Shrinivas S G,shrinivassg,40639.0,1154.0,664.0,2069.0,real,genuine,42.0,208664282.0,Aashish Salotra,Aashu_Salotra,10339.0,385.0,200.0,72.0,real,genuine
83780,2151409268.0,2151409268.0,8,2303.0,2151409268.0,it,hubb_thomas,1288.0,346.0,316.0,2887.0,real,genuine,2303.0,2151409268.0,it,hubb_thomas,1288.0,346.0,316.0,2887.0,real,genuine
83881,541506684.0,541506684.0,10,678.0,541506684.0,Joyce C. Hermano,JYHRMNO,13001.0,1380.0,1232.0,1553.0,real,genuine,678.0,541506684.0,Joyce C. Hermano,JYHRMNO,13001.0,1380.0,1232.0,1553.0,real,genuine
84118,183765902.0,183765902.0,3,870.0,183765902.0,Lani Tappenden,Lani_TW_KC,2259.0,354.0,893.0,524.0,real,genuine,870.0,183765902.0,Lani Tappenden,Lani_TW_KC,2259.0,354.0,893.0,524.0,real,genuine
84180,183765902.0,745579297.0,17,870.0,183765902.0,Lani Tappenden,Lani_TW_KC,2259.0,354.0,893.0,524.0,real,genuine,386.0,745579297.0,That tall bloke,DannyRomeril,1889.0,123.0,340.0,873.0,real,genuine
84330,17520304.0,17520304.0,20,620.0,17520304.0,Bill Roy,ICTBiz_BRoy,10218.0,3152.0,2522.0,339.0,real,genuine,620.0,17520304.0,Bill Roy,ICTBiz_BRoy,10218.0,3152.0,2522.0,339.0,real,genuine
84424,2152052819.0,2152052819.0,19,149.0,2152052819.0,Alan-ish,AsianHesus,3719.0,220.0,198.0,255.0,real,genuine,149.0,2152052819.0,Alan-ish,AsianHesus,3719.0,220.0,198.0,255.0,real,genuine
84704,184475850.0,184475850.0,9,2575.0,184475850.0,Carla,kidrauhlxdallas,13372.0,10483.0,11711.0,3672.0,real,genuine,2575.0,184475850.0,Carla,kidrauhlxdallas,13372.0,10483.0,11711.0,3672.0,real,genuine
84841,17523808.0,177455411.0,15,2663.0,17523808.0,LISA feist,lisafeist,12309.0,1373.0,2001.0,4908.0,real,genuine,3336.0,177455411.0,tracey zeeck,tzeeck,25780.0,3759.0,1568.0,25911.0,real,genuine
84842,17523808.0,17523808.0,41,2663.0,17523808.0,LISA feist,lisafeist,12309.0,1373.0,2001.0,4908.0,real,genuine,2663.0,17523808.0,LISA feist,lisafeist,12309.0,1373.0,2001.0,4908.0,real,genuine
84949,17523808.0,15809964.0,1,2663.0,17523808.0,LISA feist,lisafeist,12309.0,1373.0,2001.0,4908.0,real,genuine,1741.0,15809964.0,Amy Urbach ,amyurbach,59543.0,4126.0,4094.0,2170.0,real,genuine
85030,2157249587.0,2157249587.0,8,881.0,2157249587.0,leelee ✨,LeeannaaHorner,3741.0,601.0,986.0,4037.0,real,genuine,881.0,2157249587.0,leelee ✨,LeeannaaHorner,3741.0,601.0,986.0,4037.0,real,genuine
85209,541711129.0,541711129.0,27,924.0,541711129.0,M. Bulteau,MBulteau,4159.0,253.0,148.0,484.0,real,genuine,924.0,541711129.0,M. Bulteau,MBulteau,4159.0,253.0,148.0,484.0,real,genuine
85346,185165914.0,185165914.0,29,2475.0,185165914.0,Joanne,joannesangasong,2612.0,177.0,442.0,3031.0,real,genuine,2475.0,185165914.0,Joanne,joannesangasong,2612.0,177.0,442.0,3031.0,real,genuine
85529,17557537.0,17557537.0,23,2473.0,17557537.0,Julie Mollins,jmollins,17511.0,4774.0,3822.0,1031.0,real,genuine,2473.0,17557537.0,Julie Mollins,jmollins,17511.0,4774.0,3822.0,1031.0,real,genuine
85612,2157382005.0,2157382005.0,48,5.0,2157382005.0,JO,19_Joanne_87,12915.0,641.0,1066.0,1568.0,real,genuine,5.0,2157382005.0,JO,19_Joanne_87,12915.0,641.0,1066.0,1568.0,real,genuine
85779,542231259.0,542231259.0,24,415.0,542231259.0,Devon O'Connell,Devon0Tha0Dude,8890.0,230.0,222.0,3271.0,real,genuine,415.0,542231259.0,Devon O'Connell,Devon0Tha0Dude,8890.0,230.0,222.0,3271.0,real,genuine
86109,2157382005.0,489250568.0,41,5.0,2157382005.0,JO,19_Joanne_87,12915.0,641.0,1066.0,1568.0,real,genuine,1751.0,489250568.0,cxrmen,anistonbeckett,103921.0,2902.0,660.0,1619.0,real,genuine
86154,185216671.0,185216671.0,10,92.0,185216671.0,Álvaro Gordo Outlaw,AlvaroKrus,21105.0,415.0,481.0,248.0,real,genuine,92.0,185216671.0,Álvaro Gordo Outlaw,AlvaroKrus,21105.0,415.0,481.0,248.0,real,genuine
86277,2157440777.0,2157440777.0,46,1129.0,2157440777.0,Nathan Perez,PerezNathan33,144.0,13.0,13.0,64.0,real,genuine,1129.0,2157440777.0,Nathan Perez,PerezNathan33,144.0,13.0,13.0,64.0,real,genuine
86297,17608721.0,17608721.0,5,2716.0,17608721.0,Mauricio Romero,marf_14,1307.0,118.0,399.0,241.0,real,genuine,2716.0,17608721.0,Mauricio Romero,marf_14,1307.0,118.0,399.0,241.0,real,genuine
86323,17608721.0,755746.0,46,2716.0,17608721.0,Mauricio Romero,marf_14,1307.0,118.0,399.0,241.0,real,genuine,3111.0,755746.0,Sarah Friedlander G.,sarahfriedland,18035.0,1620.0,591.0,361.0,real,genuine
86349,2157979582.0,2157979582.0,11,849.0,2157979582.0,koolKID,KutiekamiS,715.0,117.0,214.0,262.0,real,genuine,849.0,2157979582.0,koolKID,KutiekamiS,715.0,117.0,214.0,262.0,real,genuine
86424,542451912.0,542451912.0,34,1687.0,542451912.0,•,adriennnedixon,19735.0,1209.0,713.0,8668.0,real,genuine,1687.0,542451912.0,•,adriennnedixon,19735.0,1209.0,713.0,8668.0,real,genuine
86447,2158122428.0,2158122428.0,20,951.0,2158122428.0,Mareike Ohlberg,MareikeOhlberg,1473.0,857.0,803.0,634.0,real,genuine,951.0,2158122428.0,Mareike Ohlberg,MareikeOhlberg,1473.0,857.0,803.0,634.0,real,genuine
86450,2158122428.0,220450406.0,2,951.0,2158122428.0,Mareike Ohlberg,MareikeOhlberg,1473.0,857.0,803.0,634.0,real,genuine,619.0,220450406.0,Yaffa Lyulka,IBelizeit,23145.0,594.0,731.0,12009.0,real,genuine
86543,542451912.0,602628071.0,36,1687.0,542451912.0,•,adriennnedixon,19735.0,1209.0,713.0,8668.0,real,genuine,1247.0,602628071.0,roxie,Roxiee_Hooperxo,7924.0,531.0,263.0,3677.0,real,genuine
86581,2158122428.0,5856182.0,37,951.0,2158122428.0,Mareike Ohlberg,MareikeOhlberg,1473.0,857.0,803.0,634.0,real,genuine,2193.0,5856182.0,Fergus Ryan,fryan,27226.0,3420.0,1519.0,8380.0,real,genuine
86661,185322197.0,185322197.0,30,1647.0,185322197.0,Rubén,_ru_b_en_,91853.0,2380.0,957.0,27355.0,real,genuine,1647.0,185322197.0,Rubén,_ru_b_en_,91853.0,2380.0,957.0,27355.0,real,genuine
86935,17671779.0,17671779.0,17,2752.0,17671779.0,meenabhatia,meenabhatia,45063.0,1096.0,844.0,256.0,real,genuine,2752.0,17671779.0,meenabhatia,meenabhatia,45063.0,1096.0,844.0,256.0,real,genuine
87101,185738361.0,185738361.0,18,2548.0,185738361.0,Krystina Byford,kbyford,1645.0,784.0,508.0,620.0,real,genuine,2548.0,185738361.0,Krystina Byford,kbyford,1645.0,784.0,508.0,620.0,real,genuine
87320,2159485357.0,706947397.0,28,324.0,2159485357.0,Cory Schneider,ClassicCory,12689.0,523.0,495.0,14337.0,real,genuine,1516.0,706947397.0,RONI,VeroniKaWidger,10666.0,1324.0,717.0,6908.0,real,genuine
87348,2159485357.0,2159485357.0,45,324.0,2159485357.0,Cory Schneider,ClassicCory,12689.0,523.0,495.0,14337.0,real,genuine,324.0,2159485357.0,Cory Schneider,ClassicCory,12689.0,523.0,495.0,14337.0,real,genuine
87394,17718315.0,17718315.0,5,2770.0,17718315.0,Maryhelen Campa,mhcampacbs,704.0,236.0,445.0,104.0,real,genuine,2770.0,17718315.0,Maryhelen Campa,mhcampacbs,704.0,236.0,445.0,104.0,real,genuine
87468,544758247.0,544758247.0,19,2077.0,544758247.0,Andre,dre_29,11656.0,95.0,92.0,3079.0,real,genuine,2077.0,544758247.0,Andre,dre_29,11656.0,95.0,92.0,3079.0,real,genuine
87602,2159485357.0,2556806512.0,12,324.0,2159485357.0,Cory Schneider,ClassicCory,12689.0,523.0,495.0,14337.0,real,genuine,1379.0,2556806512.0,Veronica Stewart,StewartLittle59,3493.0,308.0,649.0,2532.0,real,genuine
87870,185914183.0,185914183.0,4,3292.0,185914183.0,Neelix Zidphinlan,theneelix,15218.0,266.0,282.0,193.0,real,genuine,3292.0,185914183.0,Neelix Zidphinlan,theneelix,15218.0,266.0,282.0,193.0,real,genuine
87933,17748368.0,215443582.0,2,3171.0,17748368.0,Todd Seplavy,ska_todd,10043.0,1951.0,750.0,882.0,real,genuine,1791.0,215443582.0,Kat Daley,attnkatdaley,19170.0,1558.0,625.0,5323.0,real,genuine
87964,17748368.0,17748368.0,20,3171.0,17748368.0,Todd Seplavy,ska_todd,10043.0,1951.0,750.0,882.0,real,genuine,3171.0,17748368.0,Todd Seplavy,ska_todd,10043.0,1951.0,750.0,882.0,real,genuine
88286,2159707566.0,2159707566.0,43,3415.0,2159707566.0,m a y a ☀️,xomayaa__,9899.0,324.0,196.0,4208.0,real,genuine,3415.0,2159707566.0,m a y a ☀️,xomayaa__,9899.0,324.0,196.0,4208.0,real,genuine
88465,2160196098.0,2160196098.0,11,1439.0,2160196098.0,Rachel Dorado,TheQueenRatch,347.0,149.0,228.0,2149.0,real,genuine,1439.0,2160196098.0,Rachel Dorado,TheQueenRatch,347.0,149.0,228.0,2149.0,real,genuine
88654,17749741.0,17749741.0,4,1284.0,17749741.0,Jedi By Knight,Samit,36161.0,2044.0,1740.0,2447.0,real,genuine,1284.0,17749741.0,Jedi By Knight,Samit,36161.0,2044.0,1740.0,2447.0,real,genuine
88730,17749741.0,75528474.0,17,1284.0,17749741.0,Jedi By Knight,Samit,36161.0,2044.0,1740.0,2447.0,real,genuine,3088.0,75528474.0,Swaggercasm,sagarcasm,55940.0,16100.0,261.0,402.0,real,genuine
88797,2162414595.0,990902802.0,34,1329.0,2162414595.0,Lil Shelb,Shellbe410berry,3733.0,621.0,437.0,10165.0,real,genuine,252.0,990902802.0,Big B,Bryanclayton55,15449.0,572.0,481.0,4311.0,real,genuine
88806,17749741.0,14300066.0,2,1284.0,17749741.0,Jedi By Knight,Samit,36161.0,2044.0,1740.0,2447.0,real,genuine,1944.0,14300066.0,CS,chin80,118073.0,3030.0,283.0,68.0,real,genuine
88932,2162414595.0,297808691.0,35,1329.0,2162414595.0,Lil Shelb,Shellbe410berry,3733.0,621.0,437.0,10165.0,real,genuine,762.0,297808691.0,Jace Zipp,JuicyJace_,17362.0,2011.0,970.0,8480.0,real,genuine
88949,545261627.0,545261627.0,16,435.0,545261627.0,Adri,DovahBap,156620.0,1103.0,642.0,35530.0,real,genuine,435.0,545261627.0,Adri,DovahBap,156620.0,1103.0,642.0,35530.0,real,genuine
89076,186749576.0,58450507.0,13,1787.0,186749576.0,WessoN,aslanwesson1,5191.0,321.0,226.0,3930.0,real,genuine,1675.0,58450507.0,kc,ackimmah,4602.0,520.0,243.0,2185.0,real,genuine
89137,186749576.0,186749576.0,28,1787.0,186749576.0,WessoN,aslanwesson1,5191.0,321.0,226.0,3930.0,real,genuine,1787.0,186749576.0,WessoN,aslanwesson1,5191.0,321.0,226.0,3930.0,real,genuine
89184,545443019.0,545443019.0,47,1362.0,545443019.0,Jada Banks-Mace,SomiahBlue,276.0,234.0,137.0,544.0,real,genuine,1362.0,545443019.0,Jada Banks-Mace,SomiahBlue,276.0,234.0,137.0,544.0,real,genuine
89233,545516275.0,545516275.0,22,749.0,545516275.0,Cmard,Jose12q,803.0,100.0,680.0,32.0,real,genuine,749.0,545516275.0,Cmard,Jose12q,803.0,100.0,680.0,32.0,real,genuine
89262,17801629.0,17801629.0,25,229.0,17801629.0,Joseph Nobles,BoloBoffin,23645.0,1008.0,1756.0,897.0,real,genuine,229.0,17801629.0,Joseph Nobles,BoloBoffin,23645.0,1008.0,1756.0,897.0,real,genuine
89650,546074374.0,546074374.0,15,770.0,546074374.0,Not Goku,Justin_Time_Lin,3822.0,577.0,582.0,2501.0,real,genuine,770.0,546074374.0,Not Goku,Justin_Time_Lin,3822.0,577.0,582.0,2501.0,real,genuine
89675,186940042.0,186940042.0,43,1637.0,186940042.0,Elle Varner,_lilbhittt,38617.0,1356.0,591.0,6822.0,real,genuine,1637.0,186940042.0,Elle Varner,_lilbhittt,38617.0,1356.0,591.0,6822.0,real,genuine
90175,186940042.0,2744811814.0,15,1637.0,186940042.0,Elle Varner,_lilbhittt,38617.0,1356.0,591.0,6822.0,real,genuine,2394.0,2744811814.0,♛Jay Bae♛,jada623,3287.0,2035.0,1957.0,95.0,real,genuine
90222,17889654.0,17889654.0,10,1319.0,17889654.0,Shannon Curtis,ShannonCurtis,11079.0,1276.0,337.0,2852.0,real,genuine,1319.0,17889654.0,Shannon Curtis,ShannonCurtis,11079.0,1276.0,337.0,2852.0,real,genuine
90306,2166704005.0,2166704005.0,35,1155.0,2166704005.0,Rochieebells,RochieeChance,7251.0,2326.0,2548.0,2945.0,real,genuine,1155.0,2166704005.0,Rochieebells,RochieeChance,7251.0,2326.0,2548.0,2945.0,real,genuine
90327,546096491.0,546096491.0,45,888.0,546096491.0,Carlo,LienCarlo,41561.0,1285.0,715.0,17380.0,real,genuine,888.0,546096491.0,Carlo,LienCarlo,41561.0,1285.0,715.0,17380.0,real,genuine
90462,546096491.0,838827888.0,24,888.0,546096491.0,Carlo,LienCarlo,41561.0,1285.0,715.0,17380.0,real,genuine,421.0,838827888.0,Bunny,Dindynn,25541.0,586.0,297.0,10127.0,real,genuine
90497,186978312.0,172207449.0,15,887.0,186978312.0,Alexia Lazo,Lexeuh,5587.0,223.0,217.0,7362.0,real,genuine,2078.0,172207449.0,∂яє,dreababbyy,8622.0,292.0,634.0,2503.0,real,genuine
90499,186978312.0,186978312.0,1,887.0,186978312.0,Alexia Lazo,Lexeuh,5587.0,223.0,217.0,7362.0,real,genuine,887.0,186978312.0,Alexia Lazo,Lexeuh,5587.0,223.0,217.0,7362.0,real,genuine
90839,2166704005.0,95129903.0,42,1155.0,2166704005.0,Rochieebells,RochieeChance,7251.0,2326.0,2548.0,2945.0,real,genuine,2511.0,95129903.0,Jally Anne ❤,justmejally,1528.0,41.0,171.0,43.0,real,genuine
91087,546312443.0,546312443.0,36,397.0,546312443.0,David ,_DavidJ10_,3101.0,126.0,158.0,179.0,real,genuine,397.0,546312443.0,David ,_DavidJ10_,3101.0,126.0,158.0,179.0,real,genuine
91178,2167115233.0,2770265184.0,34,2136.0,2167115233.0,E,evewby,2829.0,594.0,842.0,6508.0,real,genuine,2540.0,2770265184.0,mc,katelynkms,3551.0,156.0,200.0,3908.0,real,genuine
91219,2167115233.0,1192626410.0,43,2136.0,2167115233.0,E,evewby,2829.0,594.0,842.0,6508.0,real,genuine,2273.0,1192626410.0,hazelnut,hazelannarico,11409.0,643.0,364.0,14401.0,real,genuine
91232,2167115233.0,2371328420.0,49,2136.0,2167115233.0,E,evewby,2829.0,594.0,842.0,6508.0,real,genuine,2532.0,2371328420.0,karen horallas,karenhorallas,22011.0,358.0,198.0,24541.0,real,genuine
91287,187248137.0,187248137.0,9,3388.0,187248137.0,Walterrr,wromany,48369.0,680.0,611.0,9745.0,real,genuine,3388.0,187248137.0,Walterrr,wromany,48369.0,680.0,611.0,9745.0,real,genuine
91369,187248137.0,1539759007.0,19,3388.0,187248137.0,Walterrr,wromany,48369.0,680.0,611.0,9745.0,real,genuine,802.0,1539759007.0,Kathryn,Kathryn_LC,9770.0,292.0,232.0,7600.0,real,genuine
91442,187248137.0,1275604747.0,45,3388.0,187248137.0,Walterrr,wromany,48369.0,680.0,611.0,9745.0,real,genuine,1674.0,1275604747.0,Adaffi Abbi Edwards,abzrasta,15542.0,858.0,638.0,5473.0,real,genuine
91449,17890482.0,17890482.0,10,2817.0,17890482.0,mrdenny,mrdenny,58627.0,6584.0,907.0,11.0,real,genuine,2817.0,17890482.0,mrdenny,mrdenny,58627.0,6584.0,907.0,11.0,real,genuine
91604,2167115233.0,2167115233.0,42,2136.0,2167115233.0,E,evewby,2829.0,594.0,842.0,6508.0,real,genuine,2136.0,2167115233.0,E,evewby,2829.0,594.0,842.0,6508.0,real,genuine
91824,187262210.0,187262210.0,3,3202.0,187262210.0,Sarah Kakakhel,sskakakhel,563.0,227.0,129.0,55.0,real,genuine,3202.0,187262210.0,Sarah Kakakhel,sskakakhel,563.0,227.0,129.0,55.0,real,genuine
91887,2168701743.0,2168701743.0,12,544.0,2168701743.0,Celtics 2016 champs ,GarceauThomas,7411.0,628.0,604.0,3623.0,real,genuine,544.0,2168701743.0,Celtics 2016 champs ,GarceauThomas,7411.0,628.0,604.0,3623.0,real,genuine
91948,546533556.0,546533556.0,41,378.0,546533556.0,#20DaysOfDallas ,DairyPena,11864.0,583.0,407.0,2007.0,real,genuine,378.0,546533556.0,#20DaysOfDallas ,DairyPena,11864.0,583.0,407.0,2007.0,real,genuine
92144,17949945.0,17949945.0,8,2755.0,17949945.0,Meghan Hill,megsapatsfan12,25655.0,361.0,983.0,1768.0,real,genuine,2755.0,17949945.0,Meghan Hill,megsapatsfan12,25655.0,361.0,983.0,1768.0,real,genuine
92210,188095917.0,188095917.0,18,1567.0,188095917.0,VALLEYBOY,Yodaa96,43857.0,1495.0,1019.0,15647.0,real,genuine,1567.0,188095917.0,VALLEYBOY,Yodaa96,43857.0,1495.0,1019.0,15647.0,real,genuine
92542,188213023.0,188213023.0,5,3003.0,188213023.0,Ruben Orona,rUbEn27oAk,1114.0,46.0,59.0,1380.0,real,genuine,3003.0,188213023.0,Ruben Orona,rUbEn27oAk,1114.0,46.0,59.0,1380.0,real,genuine
92604,2169418620.0,2169418620.0,8,765.0,2169418620.0,Jushan Samra,JushanSamra,2892.0,287.0,237.0,999.0,real,genuine,765.0,2169418620.0,Jushan Samra,JushanSamra,2892.0,287.0,237.0,999.0,real,genuine
92680,547900413.0,547900413.0,31,449.0,547900413.0,Allie loves niall ,DrumminAshton,24580.0,1057.0,484.0,3245.0,real,genuine,449.0,547900413.0,Allie loves niall ,DrumminAshton,24580.0,1057.0,484.0,3245.0,real,genuine
92844,18046941.0,18046941.0,29,1342.0,18046941.0,Simon Long,SimonLong_,13900.0,7184.0,1649.0,696.0,real,genuine,1342.0,18046941.0,Simon Long,SimonLong_,13900.0,7184.0,1649.0,696.0,real,genuine
93286,188615999.0,188615999.0,10,1573.0,188615999.0,Brandon. ,Yup_Its_Brandon,10088.0,176.0,217.0,619.0,real,genuine,1573.0,188615999.0,Brandon. ,Yup_Its_Brandon,10088.0,176.0,217.0,619.0,real,genuine
93324,2172356485.0,2690589608.0,26,2610.0,2172356485.0,ベアキャット@糞親父,kumamoto_chan,17465.0,582.0,686.0,0.0,real,genuine,3013.0,2690589608.0,松戸けんま,ragfim2nd,334636.0,490.0,262.0,0.0,real,genuine
93349,548855295.0,1144331803.0,41,1281.0,548855295.0,Sam Meyer,Sam_A_Meyer,6287.0,481.0,470.0,11023.0,real,genuine,598.0,1144331803.0,Harrison Tabor,HarrisonTabor,4251.0,806.0,659.0,6059.0,real,genuine
93381,548855295.0,393792392.0,22,1281.0,548855295.0,Sam Meyer,Sam_A_Meyer,6287.0,481.0,470.0,11023.0,real,genuine,2718.0,393792392.0,Margaret Asher,margaretasher,8328.0,552.0,532.0,18965.0,real,genuine
93543,188961582.0,188961582.0,38,959.0,188961582.0,Mark Entwistle,MarkDEntwistle,1143.0,312.0,491.0,156.0,real,genuine,959.0,188961582.0,Mark Entwistle,MarkDEntwistle,1143.0,312.0,491.0,156.0,real,genuine
93558,548855295.0,548855295.0,21,1281.0,548855295.0,Sam Meyer,Sam_A_Meyer,6287.0,481.0,470.0,11023.0,real,genuine,1281.0,548855295.0,Sam Meyer,Sam_A_Meyer,6287.0,481.0,470.0,11023.0,real,genuine
93563,18065895.0,18065895.0,12,2118.0,18065895.0,Drew Lane,enalwerd,11242.0,333.0,379.0,969.0,real,genuine,2118.0,18065895.0,Drew Lane,enalwerd,11242.0,333.0,379.0,969.0,real,genuine
93837,18192239.0,18192239.0,10,662.0,18192239.0,JC_Lopez,JC_Lopez,784.0,571.0,1991.0,14.0,real,genuine,662.0,18192239.0,JC_Lopez,JC_Lopez,784.0,571.0,1991.0,14.0,real,genuine
93889,2174730115.0,2174730115.0,44,893.0,2174730115.0,Lina⭐️,LinaBellamy,8401.0,366.0,304.0,2298.0,real,genuine,893.0,2174730115.0,Lina⭐️,LinaBellamy,8401.0,366.0,304.0,2298.0,real,genuine
94178,548938182.0,548938182.0,4,564.0,548938182.0,Britt,Godzdramagrl,64168.0,393.0,195.0,34711.0,real,genuine,564.0,548938182.0,Britt,Godzdramagrl,64168.0,393.0,195.0,34711.0,real,genuine
94198,189795889.0,189795889.0,21,1172.0,189795889.0,Rebecca Priestley,RKPriestley,4153.0,1581.0,1000.0,864.0,real,genuine,1172.0,189795889.0,Rebecca Priestley,RKPriestley,4153.0,1581.0,1000.0,864.0,real,genuine
94357,18273041.0,18273041.0,22,1895.0,18273041.0,☹ meow tommo ☹,caitlenthecat,37891.0,521.0,605.0,879.0,real,genuine,1895.0,18273041.0,☹ meow tommo ☹,caitlenthecat,37891.0,521.0,605.0,879.0,real,genuine
94437,2175037701.0,2175037701.0,15,2900.0,2175037701.0,Javier O,og_sepulveda_,2829.0,101.0,128.0,275.0,real,genuine,2900.0,2175037701.0,Javier O,og_sepulveda_,2829.0,101.0,128.0,275.0,real,genuine
94457,190114317.0,190114317.0,1,358.0,190114317.0,CucumberError,CucumberError,19707.0,344.0,434.0,29.0,real,genuine,358.0,190114317.0,CucumberError,CucumberError,19707.0,344.0,434.0,29.0,real,genuine
94467,190114317.0,17284137.0,8,358.0,190114317.0,CucumberError,CucumberError,19707.0,344.0,434.0,29.0,real,genuine,2165.0,17284137.0,Paul Le Comte,five15design,163168.0,6314.0,6735.0,6568.0,real,genuine
94533,18313402.0,18313402.0,47,1822.0,18313402.0,Brian R,bcroberson,1127.0,599.0,901.0,869.0,real,genuine,1822.0,18313402.0,Brian R,bcroberson,1127.0,599.0,901.0,869.0,real,genuine
94868,549181062.0,549181062.0,18,2990.0,549181062.0,♔cheryll pristin♔,pretziechenita,4366.0,723.0,487.0,192.0,real,genuine,2990.0,549181062.0,♔cheryll pristin♔,pretziechenita,4366.0,723.0,487.0,192.0,real,genuine
95003,18378944.0,18378944.0,14,1950.0,18378944.0,christinanelson,christinanelson,1518.0,270.0,264.0,2163.0,real,genuine,1950.0,18378944.0,christinanelson,christinanelson,1518.0,270.0,264.0,2163.0,real,genuine
95271,2177075531.0,2177075531.0,9,1095.0,2177075531.0,OptimusProductionsTT,Optimusprott,2053.0,409.0,1116.0,381.0,real,genuine,1095.0,2177075531.0,OptimusProductionsTT,Optimusprott,2053.0,409.0,1116.0,381.0,real,genuine
95368,190345460.0,190345460.0,48,61.0,190345460.0,Aggi O'Sullivan,AggiOSullivan,3566.0,136.0,116.0,1330.0,real,genuine,61.0,190345460.0,Aggi O'Sullivan,AggiOSullivan,3566.0,136.0,116.0,1330.0,real,genuine
95390,549416195.0,549416195.0,35,1230.0,549416195.0,jordyn marz,RocTheBoat,6497.0,513.0,968.0,1312.0,real,genuine,1230.0,549416195.0,jordyn marz,RocTheBoat,6497.0,513.0,968.0,1312.0,real,genuine
95584,18441380.0,18441380.0,14,1478.0,18441380.0,Kelly Williams,TreeBeerd,24759.0,1652.0,1487.0,13059.0,real,genuine,1478.0,18441380.0,Kelly Williams,TreeBeerd,24759.0,1652.0,1487.0,13059.0,real,genuine
95853,191348890.0,191348890.0,6,2333.0,191348890.0,idaho rednek,idahorednek_51,2857.0,1885.0,2064.0,12051.0,real,genuine,2333.0,191348890.0,idaho rednek,idahorednek_51,2857.0,1885.0,2064.0,12051.0,real,genuine
95987,2180236966.0,2180236966.0,27,1246.0,2180236966.0,Roxanne,Roxaayyyyyy,8295.0,1738.0,1837.0,8825.0,real,genuine,1246.0,2180236966.0,Roxanne,Roxaayyyyyy,8295.0,1738.0,1837.0,8825.0,real,genuine
96232,549549339.0,549549339.0,20,2265.0,549549339.0,Hannah,hannaahreneee,6962.0,237.0,100.0,3503.0,real,genuine,2265.0,549549339.0,Hannah,hannaahreneee,6962.0,237.0,100.0,3503.0,real,genuine
96396,18459813.0,18459813.0,49,2450.0,18459813.0,Jennifer Gould,jennifergould,35987.0,12875.0,392.0,1264.0,real,genuine,2450.0,18459813.0,Jennifer Gould,jennifergould,35987.0,12875.0,392.0,1264.0,real,genuine
96445,191365906.0,191365906.0,42,1112.0,191365906.0,Paloma Casillas,PalomaCasillas,4306.0,939.0,1983.0,373.0,real,genuine,1112.0,191365906.0,Paloma Casillas,PalomaCasillas,4306.0,939.0,1983.0,373.0,real,genuine
96458,551611541.0,551611541.0,36,2177.0,551611541.0,Rachelle Rosal,foxychella,3717.0,255.0,225.0,3432.0,real,genuine,2177.0,551611541.0,Rachelle Rosal,foxychella,3717.0,255.0,225.0,3432.0,real,genuine
96462,2182527116.0,2182527116.0,45,1021.0,2182527116.0,Mrs.Styles ❤,MrssHoran70,25174.0,688.0,566.0,24244.0,real,genuine,1021.0,2182527116.0,Mrs.Styles ❤,MrssHoran70,25174.0,688.0,566.0,24244.0,real,genuine
96850,551659692.0,551659692.0,17,3193.0,551659692.0,Michael SPC,soopieChow,604.0,27.0,46.0,75.0,real,genuine,3193.0,551659692.0,Michael SPC,soopieChow,604.0,27.0,46.0,75.0,real,genuine
96868,18463828.0,18463828.0,6,971.0,18463828.0,Maxim Vos,MaximVos,3218.0,273.0,258.0,2476.0,real,genuine,971.0,18463828.0,Maxim Vos,MaximVos,3218.0,273.0,258.0,2476.0,real,genuine
97012,191839658.0,191839658.0,42,3.0,191839658.0,pocahontas farida,wadespeters,202968.0,2248.0,981.0,60304.0,real,genuine,3.0,191839658.0,pocahontas farida,wadespeters,202968.0,2248.0,981.0,60304.0,real,genuine
97026,551752143.0,551752143.0,6,3086.0,551752143.0,⠀,saIvaje,17390.0,378.0,251.0,14535.0,real,genuine,3086.0,551752143.0,⠀,saIvaje,17390.0,378.0,251.0,14535.0,real,genuine
97234,2183434100.0,2183434100.0,31,302.0,2183434100.0,Linds,Cheekster82,21241.0,363.0,342.0,12761.0,real,genuine,302.0,2183434100.0,Linds,Cheekster82,21241.0,363.0,342.0,12761.0,real,genuine
